asn=0    	id=-1  	Main	copying configuration file E:\tsch-new-manual\tsch-sim\examples\threeLineExmp\config.json to output directory E:\tsch-new-manual\tsch-sim\results\2022-01-12_14-35-46\config.json[MAIN]
asn=21682	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=12 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=21682	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=21682	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=21935	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=21935	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=22813	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=22813	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=22813	id=2   	App	generate a packet, seqnum=13 for=1 [PACKET_SOURCE]
asn=22813	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=22813	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=22813	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=22813	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 13], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=22813	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=22817	id=1   	App	rx app packet seqnum=13 from=2 at cell [ts: 2, co: 2][NODE]
asn=22817	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=13 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=22817	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=22817	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=23179	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=23179	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=23179	id=2   	App	generate a packet, seqnum=14 for=1 [PACKET_SOURCE]
asn=23179	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=23179	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=23179	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=23179	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 14], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=23179	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=23182	id=1   	App	rx app packet seqnum=14 from=2 at cell [ts: 2, co: 2][NODE]
asn=23182	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=14 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=23182	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=23182	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=23280	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=23280	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=24001	id=-1  	Main	240 seconds, progress 40.00%[SIMULATOR]
asn=24001	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=24001	id=-1  	Main	joined_routing/joined_tsch/total=2/2/2 [ROUTE]
asn=24001	id=-1  	TSCH	Periodic process called for [Node]
asn=24001	id=1   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=24001	id=1   	TSCH	stats: {"idle_listen":9573,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":14,"tx_data":13,"tx_data_rx_ack":0}[NODE]
asn=24001	id=2   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=24001	id=2   	TSCH	stats: {"idle_listen":5608,"channel_scan":9920,"rx_data":0,"rx_data_tx_ack":0,"tx_data":10,"tx_data_rx_ack":14}[NODE]
asn=24005	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=24005	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=24005	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=24195	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=24195	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=24195	id=2   	App	generate a packet, seqnum=15 for=1 [PACKET_SOURCE]
asn=24195	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=24195	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=24195	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=24195	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 15], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=24195	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=24197	id=1   	App	rx app packet seqnum=15 from=2 at cell [ts: 2, co: 2][NODE]
asn=24197	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=15 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=24197	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=24197	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=24865	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=24865	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=25300	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=25300	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=25300	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=25860	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=25860	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=25860	id=2   	App	generate a packet, seqnum=16 for=1 [PACKET_SOURCE]
asn=25860	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=25860	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=25860	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=25860	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 16], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=25860	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=25862	id=1   	App	rx app packet seqnum=16 from=2 at cell [ts: 2, co: 2][NODE]
asn=25862	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=16 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=25862	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=25862	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=26230	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=26230	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=26692	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=26692	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=26692	id=2   	App	generate a packet, seqnum=17 for=1 [PACKET_SOURCE]
asn=26692	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=26692	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=26692	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=26692	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 17], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=26692	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=26692	id=1   	App	rx app packet seqnum=17 from=2 at cell [ts: 2, co: 2][NODE]
asn=26692	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=17 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=26692	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=26692	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=27510	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=27510	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=27795	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=27795	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=27795	id=2   	App	generate a packet, seqnum=18 for=1 [PACKET_SOURCE]
asn=27795	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=27795	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=27795	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=27795	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 18], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=27795	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=27797	id=1   	App	rx app packet seqnum=18 from=2 at cell [ts: 2, co: 2][NODE]
asn=27797	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=18 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=27797	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=27797	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=28825	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=28825	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=29016	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=29016	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=29016	id=2   	App	generate a packet, seqnum=19 for=1 [PACKET_SOURCE]
asn=29016	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=29016	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=29016	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=29016	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 19], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=29016	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=29017	id=1   	App	rx app packet seqnum=19 from=2 at cell [ts: 2, co: 2][NODE]
asn=29017	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=19 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=29017	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=29017	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=29020	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=29020	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=29020	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=29611	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=29611	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=29611	id=2   	App	generate a packet, seqnum=20 for=1 [PACKET_SOURCE]
asn=29611	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=29611	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=29611	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=29611	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 20], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=29611	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=29612	id=1   	App	rx app packet seqnum=20 from=2 at cell [ts: 2, co: 2][NODE]
asn=29612	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=20 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=29612	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=29612	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=30001	id=-1  	Main	300 seconds, progress 50.00%[SIMULATOR]
asn=30001	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=30001	id=-1  	Main	joined_routing/joined_tsch/total=2/2/2 [ROUTE]
asn=30001	id=-1  	TSCH	Periodic process called for [Node]
asn=30001	id=1   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=30001	id=1   	TSCH	stats: {"idle_listen":11964,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":20,"tx_data":16,"tx_data_rx_ack":0}[NODE]
asn=30001	id=2   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=30001	id=2   	TSCH	stats: {"idle_listen":7998,"channel_scan":9920,"rx_data":0,"rx_data_tx_ack":0,"tx_data":14,"tx_data_rx_ack":20}[NODE]
asn=30230	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=30230	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=30351	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=30351	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=30351	id=2   	App	generate a packet, seqnum=21 for=1 [PACKET_SOURCE]
asn=30351	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=30351	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=30351	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=30351	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 21], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=30351	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=30352	id=1   	App	rx app packet seqnum=21 from=2 at cell [ts: 2, co: 2][NODE]
asn=30352	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=21 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=30352	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=30352	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=30400	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=30400	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=30400	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=31600	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=31600	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=31600	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=31785	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=31785	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=31950	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=31950	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=31950	id=2   	App	generate a packet, seqnum=22 for=1 [PACKET_SOURCE]
asn=31950	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=31950	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=31950	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=31950	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 22], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=31950	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=31952	id=1   	App	rx app packet seqnum=22 from=2 at cell [ts: 2, co: 2][NODE]
asn=31952	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=22 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=31952	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=31952	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=32303	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=32303	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=32303	id=2   	App	generate a packet, seqnum=23 for=1 [PACKET_SOURCE]
asn=32303	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=32303	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=32303	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=32303	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 23], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=32303	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=32307	id=1   	App	rx app packet seqnum=23 from=2 at cell [ts: 2, co: 2][NODE]
asn=32307	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=23 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=32307	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=32307	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=33145	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=33145	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=33145	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=33752	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=33752	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=33752	id=2   	App	generate a packet, seqnum=24 for=1 [PACKET_SOURCE]
asn=33752	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=33752	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=33752	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=33752	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 24], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=33752	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=33752	id=1   	App	rx app packet seqnum=24 from=2 at cell [ts: 2, co: 2][NODE]
asn=33752	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=24 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=33752	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=33752	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=34425	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=34425	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=34425	id=2   	App	generate a packet, seqnum=25 for=1 [PACKET_SOURCE]
asn=34425	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=34425	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=34425	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=34425	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 25], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=34425	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=34427	id=1   	App	rx app packet seqnum=25 from=2 at cell [ts: 2, co: 2][NODE]
asn=34427	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=25 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=34427	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=34427	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=34575	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=34575	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=34575	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=35073	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=35073	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=35073	id=2   	App	generate a packet, seqnum=26 for=1 [PACKET_SOURCE]
asn=35073	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=35073	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=35073	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=35073	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 26], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=35073	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=35077	id=1   	App	rx app packet seqnum=26 from=2 at cell [ts: 2, co: 2][NODE]
asn=35077	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=26 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=35077	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=35077	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=35985	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=35985	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=35985	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=36001	id=-1  	Main	360 seconds, progress 60.00%[SIMULATOR]
asn=36001	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=36001	id=-1  	Main	joined_routing/joined_tsch/total=2/2/2 [ROUTE]
asn=36001	id=-1  	TSCH	Periodic process called for [Node]
asn=36001	id=1   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=36001	id=1   	TSCH	stats: {"idle_listen":14353,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":26,"tx_data":21,"tx_data_rx_ack":0}[NODE]
asn=36001	id=2   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=36001	id=2   	TSCH	stats: {"idle_listen":10390,"channel_scan":9920,"rx_data":0,"rx_data_tx_ack":0,"tx_data":16,"tx_data_rx_ack":26}[NODE]
asn=36005	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=36005	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=37005	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=37005	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=37005	id=2   	App	generate a packet, seqnum=27 for=1 [PACKET_SOURCE]
asn=37005	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=37005	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=37005	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=37005	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 27], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=37005	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=37007	id=1   	App	rx app packet seqnum=27 from=2 at cell [ts: 2, co: 2][NODE]
asn=37007	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=27 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=37007	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=37007	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=37216	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=37216	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=37216	id=2   	App	generate a packet, seqnum=28 for=1 [PACKET_SOURCE]
asn=37216	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=37216	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=37216	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=37216	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 28], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=37216	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=37217	id=1   	App	rx app packet seqnum=28 from=2 at cell [ts: 2, co: 2][NODE]
asn=37217	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=28 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=37217	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=37217	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=37405	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=37405	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=37405	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=37600	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=37600	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=38615	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=38615	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=38615	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=38990	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=38990	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=39021	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=39021	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=39021	id=2   	App	generate a packet, seqnum=29 for=1 [PACKET_SOURCE]
asn=39021	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=39021	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=39021	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=39021	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 29], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=39021	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=39022	id=1   	App	rx app packet seqnum=29 from=2 at cell [ts: 2, co: 2][NODE]
asn=39022	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=29 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=39022	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=39022	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=39033	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=39033	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=39033	id=2   	App	generate a packet, seqnum=30 for=1 [PACKET_SOURCE]
asn=39033	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=39033	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=39033	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=39033	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 30], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=39033	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=39037	id=1   	App	rx app packet seqnum=30 from=2 at cell [ts: 2, co: 2][NODE]
asn=39037	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=30 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=39037	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=39037	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=40085	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=40085	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=40085	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=40303	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=40303	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
