asn=0    	id=-1  	Main	copying configuration file E:\test-projects\TSCH_experiment\my_experiment\twoNodeExmp\config.json to output directory E:\test-projects\TSCH_experiment\results\2022-02-15_02-58-16\config.json[MAIN]
asn=35411	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=35411	id=2   	App	generate a packet, seqnum=6 for=1 [PACKET_SOURCE]
asn=35411	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=35411	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=35411	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=35411	id=2   	TSCH	Node: 2  length: 3 on packet ready
asn=35411	id=2   	TSCH	Schedule: [src: 2, dest: 1, ts: 2, co: 2]
asn=35411	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 6], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=35411	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=35417	id=1   	App	rx app packet seqnum=6 from=2 at cell [ts: 2, co: 2][NODE]
asn=35417	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=6 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=35417	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=35417	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=35475	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=35475	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=35475	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=35865	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=35865	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=36001	id=-1  	Main	360 seconds, progress 60.00%[SIMULATOR]
asn=36001	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=36001	id=-1  	Main	joined_routing/joined_tsch/total=2/2/2 [ROUTE]
asn=36001	id=-1  	TSCH	Periodic process called for [Node]
asn=36001	id=1   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=36001	id=1   	TSCH	stats: {"idle_listen":4767,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":7,"tx_data":26,"tx_data_rx_ack":0}[NODE]
asn=36001	id=2   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=36001	id=2   	TSCH	stats: {"idle_listen":6055,"channel_scan":5580,"rx_data":0,"rx_data_tx_ack":0,"tx_data":22,"tx_data_rx_ack":7}[NODE]
asn=37050	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=37050	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=37050	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=37305	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=37305	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=38400	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=38400	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=38400	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=38820	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=38820	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=39765	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=39765	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=39765	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=40065	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=40065	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=41192	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=41192	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=41192	id=2   	App	generate a packet, seqnum=7 for=1 [PACKET_SOURCE]
asn=41192	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=41192	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=41192	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=41192	id=2   	TSCH	Node: 2  length: 3 on packet ready
asn=41192	id=2   	TSCH	Schedule: [src: 2, dest: 1, ts: 2, co: 2]
asn=41192	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 7], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=41192	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=41192	id=1   	App	rx app packet seqnum=7 from=2 at cell [ts: 2, co: 2][NODE]
asn=41192	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=7 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=41192	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=41192	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=41325	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=41325	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=41340	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=41340	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=41340	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=42001	id=-1  	Main	420 seconds, progress 70.00%[SIMULATOR]
asn=42001	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=42001	id=-1  	Main	joined_routing/joined_tsch/total=2/2/2 [ROUTE]
asn=42001	id=-1  	TSCH	Periodic process called for [Node]
asn=42001	id=1   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=42001	id=1   	TSCH	stats: {"idle_listen":5562,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":8,"tx_data":30,"tx_data_rx_ack":0}[NODE]
asn=42001	id=2   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=42001	id=2   	TSCH	stats: {"idle_listen":7250,"channel_scan":5580,"rx_data":0,"rx_data_tx_ack":0,"tx_data":26,"tx_data_rx_ack":8}[NODE]
asn=42705	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=42705	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=42885	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=42885	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=42885	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=43965	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=43965	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=44100	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=44100	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=44100	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=45240	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=45240	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=45615	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=45615	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=45615	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=46560	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=46560	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=46860	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=46860	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=46860	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=47193	id=2   	Node	send keepalive packet to=1[NODE]
asn=47193	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=47193	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=47193	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=47193	id=2   	TSCH	Node: 2  length: 3 on packet ready
asn=47193	id=2   	TSCH	Schedule: [src: 2, dest: 1, ts: 2, co: 2]
asn=47193	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: -1], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=47193	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=47207	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=-1 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=47207	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=47207	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=48001	id=-1  	Main	480 seconds, progress 80.00%[SIMULATOR]
asn=48001	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=48001	id=-1  	Main	joined_routing/joined_tsch/total=2/2/2 [ROUTE]
asn=48001	id=-1  	TSCH	Periodic process called for [Node]
asn=48001	id=1   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=48001	id=1   	TSCH	stats: {"idle_listen":6357,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":9,"tx_data":34,"tx_data_rx_ack":0}[NODE]
asn=48001	id=2   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=48001	id=2   	TSCH	stats: {"idle_listen":8445,"channel_scan":5580,"rx_data":0,"rx_data_tx_ack":0,"tx_data":30,"tx_data_rx_ack":9}[NODE]
asn=48165	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=48165	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=48180	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=48180	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=48180	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=48896	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=48896	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=48896	id=2   	App	generate a packet, seqnum=8 for=1 [PACKET_SOURCE]
asn=48896	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=48896	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=48896	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=48896	id=2   	TSCH	Node: 2  length: 3 on packet ready
asn=48896	id=2   	TSCH	Schedule: [src: 2, dest: 1, ts: 2, co: 2]
asn=48896	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 8], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=48896	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=48902	id=1   	App	rx app packet seqnum=8 from=2 at cell [ts: 2, co: 2][NODE]
asn=48902	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=8 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=48902	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=48902	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=49470	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=49470	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=49470	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=49530	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=49530	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=50865	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=50865	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=50865	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=50925	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=50925	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=52380	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=52380	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=52440	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=52440	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=52440	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=53820	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=53820	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=54000	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=54000	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=54000	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=54001	id=-1  	Main	540 seconds, progress 90.00%[SIMULATOR]
asn=54001	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=54001	id=-1  	Main	joined_routing/joined_tsch/total=2/2/2 [ROUTE]
asn=54001	id=-1  	TSCH	Periodic process called for [Node]
asn=54001	id=1   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=54001	id=1   	TSCH	stats: {"idle_listen":7151,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":10,"tx_data":39,"tx_data_rx_ack":0}[NODE]
asn=54001	id=2   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=54001	id=2   	TSCH	stats: {"idle_listen":9639,"channel_scan":5580,"rx_data":0,"rx_data_tx_ack":0,"tx_data":35,"tx_data_rx_ack":10}[NODE]
asn=54255	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=54255	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=54255	id=2   	App	generate a packet, seqnum=9 for=1 [PACKET_SOURCE]
asn=54255	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=54255	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=54255	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=54255	id=2   	TSCH	Node: 2  length: 3 on packet ready
asn=54255	id=2   	TSCH	Schedule: [src: 2, dest: 1, ts: 2, co: 2]
asn=54255	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 9], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=54255	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=54257	id=1   	App	rx app packet seqnum=9 from=2 at cell [ts: 2, co: 2][NODE]
asn=54257	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=9 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=54257	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=54257	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=55125	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=55125	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=55485	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=55485	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=55485	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=56475	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=56475	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=57060	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=57060	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=57060	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=57915	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=57915	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=58362	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=58362	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=58362	id=2   	App	generate a packet, seqnum=10 for=1 [PACKET_SOURCE]
asn=58362	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=58362	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=58362	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=58362	id=2   	TSCH	Node: 2  length: 3 on packet ready
asn=58362	id=2   	TSCH	Schedule: [src: 2, dest: 1, ts: 2, co: 2]
asn=58362	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 10], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=58362	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=58367	id=1   	App	rx app packet seqnum=10 from=2 at cell [ts: 2, co: 2][NODE]
asn=58367	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=10 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=58367	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=58367	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=58515	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=58515	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=58515	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=59340	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=59340	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=60000	id=-1  	Main	ending simulation at 600.000 seconds[SIMULATOR]
asn=60000	id=-1  	Main	aggregate stats method called [NETWORK]
asn=60000	id=1   	Node	aggregate stats method called for Node 1 [NODE]
asn=60000	id=1   	Node	Final routes for Node 1 [NODE]
asn=60000	id=1   	Node	Total Routes 0 [NODE]
asn=60000	id=1   	Main	Method to get stats called from Manual Routing [ROUTING MANUAL]
asn=60000	id=2   	Node	aggregate stats method called for Node 2 [NODE]
asn=60000	id=2   	Node	Final routes for Node 2 [NODE]
asn=60000	id=2   	Node	Total Routes 1 [NODE]
asn=60000	id=2   	Node	route destination: 1 and next hop id: 1
asn=60000	id=2   	Main	Method to get stats called from Manual Routing [ROUTING MANUAL]
asn=60000	id=-1  	Main	packet stats: PDR=100.00% generated=10 received=10 lost=0 (tx_limit/queue/routing/scheduling/other=0/0/0/0/0)[NETWORK]
asn=60000	id=-1  	Main	link stats: PAR=100.00% tx=12 acked=12[NETWORK]
asn=60000	id=-1  	Main	simulation completed, results saved at E:\test-projects\TSCH_experiment\results\2022-02-15_02-58-16[MAIN]
